Ticker,Nom,SUB_IND_GICS,IND_GICS,REGION_NAME,CUR_MKT_CAP,CURR_ENTP_VAL,NET_INCOME_FIRM,SALES_REV_TURN,NET_REV,GROSS_PROFIT,EBIT,EBITDA,NET_DEBT,CURRENT_EV_TO_T12M_EBIT,CURRENT_EV_TO_T12M_EBITDA,PX_TO_SALES_RATIO,TRAIL_12M_NET_SALES,CURRENT_EV_TO_12M_SALES,PE_RATIO,NUM_OF_EMPLOYEES,SUSTAIN_GROWTH_RT,PROF_MARGIN,Unnamed: 23
WVE,WaVe Life Sciences Ltd,Pharmaceuticals,Health Care,United States,130207219.3,9.5692193,,40.964,,,-127.016,-114.791,-120.648,,,2.659462653,40.964,0.233600705,,238.0,,-298.4205644,
CUE,Cue Biopharma Inc,Biotechnology,Health Care,United States,139430552.9,75.43055294,,3.154325,,,-45.042585,-39.392127,-77.722469,,,19.05406111,7.162325,10.53157361,,50.0,,,
ALDX,Aldeyra Therapeutics Inc,Biotechnology,Health Care,United States,217264472.7,-8.2765543,,0.0,,0.0,-36.42102,-35.952448,-62.530769,,,,0.0,,,11.0,,,
USLM,United States Lime & Minerals Inc,Construction Materials,Materials,United States,657903911.6,555.7589116,37.2440896,189.255,,59.26,46.417,69.182,-102.145,11.94872807,8.033287727,3.468943153,189.255,2.936561314,17.75936401,369.0,12.52014416,19.57411957,
CCOI,Cogent Communications Holdings Inc,Alternative Carriers,Communication Services,United States,3028759927.0,3971.216927,93.43788001,589.797,,363.46,119.233,226.855,942.457,31.54578056,17.50552964,4.949977124,589.791,6.733192822,55.35579511,1001.0,,8.169760104,
OSTK,Overstock.com Inc,Internet & Direct Marketing Retail,Consumer Discretionary,United States,1870517533.0,1418.522533,,2756.446,,623.902,111.072,136.219,-451.995,12.59408823,10.41354388,0.676436796,2756.446,0.514620106,13.65998081,1350.0,64.00036491,14.12587078,
ESPR,Esperion Therapeutics Inc,Pharmaceuticals,Health Care,United States,310338718.8,311.2017188,,78.447,,64.23,-226.73,-223.718,0.863,,,1.751789349,78.447,3.967031484,,218.0,,-343.0443484,
NSTG,NanoString Technologies Inc,Life Sciences Tools & Services,Health Care,United States,1294724182.0,1197.561182,,145.085,,76.781,-108.226,-97.145,-97.163,,,8.804690763,145.085,8.254203965,,766.0,,-79.43894958,
FLWS,1-800-Flowers.com Inc,Internet & Direct Marketing Retail,Consumer Discretionary,United States,828004366.0,869.744366,123.3148489,2122.245,,896.429,149.087,205.092,97.306,7.60535111,5.05368572,0.374371789,2213.634,0.392903419,9.331092949,4800.0,16.94122164,5.59087193,
PRAX,Praxis Precision Medicines Inc,Biotechnology,Health Care,United States,506732020.0,235.13202,,0.0,,0.0,-167.332,-165.738,-271.6,,,,0.0,,,62.0,,,
ALGS,Aligos Therapeutics Inc,Biotechnology,Health Care,United States,107162276.3,-69.11672366,,4.359,,,-128.321,-123.312,-176.279,,,22.74094218,4.359,,,,,-2944.069741,
TTGT,TechTarget Inc,Advertising,Communication Services,United States,2130857212.0,2230.446212,,263.427,,192.219,34.354,59.344,99.589,63.09426048,37.58503322,7.758813444,263.427,8.467037212,261.8056931,1000.0,,0.360251607,
EAR,Eargo Inc,Health Care Equipment,Health Care,United States,135849589.0,-27.42641098,,69.154,,47.281,-34.871,-31.046,-196.152,,,0.20236916,85.495,,,238.0,,-57.63224109,
PYPL,PayPal Holdings Inc,Data Processing & Outsourced Services,Information Technology,United States,115079000000.0,114390.1853,,25371.0,,,4262.0,5689.0,-689.0,26.69412196,20.10725704,4.568888646,25371.0,4.508698329,28.18510486,30900.0,19.97317108,16.43214694,
PAYA,Paya Holdings Inc,Data Processing & Outsourced Services,Information Technology,United States,658778891.8,753.8788918,-34.32142857,249.4,,130.1,22.6,52.6,95.1,33.35747309,14.33229832,2.531489117,249.397,3.022770216,50.10643623,281.0,,-1.24298316,
FTDR,Frontdoor Inc,Specialized Consumer Services,Consumer Discretionary,United States,2335746538.0,2721.746538,157.7142857,1602.0,,784.0,237.0,272.0,386.0,11.48416261,10.0064211,1.510853147,1602.0,1.698967877,15.88625836,2081.0,,7.990012484,
RCM,R1 RCM Inc,Health Care Services,Health Care,United States,6739065805.0,7448.265805,111.6880126,1474.6,,311.8,145.7,236.7,709.2,49.07308225,31.46711367,4.366488641,1474.6,5.051041506,,22000.0,-252.7309852,6.591618066,
IRWD,Ironwood Pharmaceuticals Inc,Biotechnology,Health Care,United States,1862897037.0,1718.570037,,413.753,,413.753,232.259,149.034,-144.327,7.356497186,,4.589842245,413.753,4.153613478,3.588178824,232.0,158.0875655,127.7206449,
ENVA,Enova International Inc,Consumer Finance,Financials,United States,1193587328.0,2464.383328,314.6302334,1207.932,,1024.26,413.063,459.248,1270.796,5.889080487,5.366127514,1.072381382,1207.932,2.040167268,5.091369631,1463.0,25.49691604,21.21766788,
CPRX,Catalyst Pharmaceuticals Inc,Biotechnology,Health Care,United States,788849479.4,618.3084794,,119.072803,,102.033646,41.303177,41.656978,-140.249405,12.77135064,12.67746031,5.929690485,133.538909,4.630174711,19.61538486,74.0,23.42326725,62.97239849,
AXTA,Axalta Coating Systems Ltd,Specialty Chemicals,Materials,United States,5352865766.0,8494.165766,,4416.2,,1428.9,462.4,814.5,3095.5,18.21603198,10.42868725,1.246946447,4416.2,1.923410572,14.22529438,13000.0,18.03889402,5.975725737,
EME,EMCOR Group Inc,Construction & Engineering,Industrials,United States,6120333175.0,5840.025175,387.9329741,9903.58,,1501.737,530.8,713.964,-281.01,10.82684507,8.179719391,0.634183089,9903.58,0.589688292,16.46033981,34000.0,16.60068628,3.87266019,
SGEN,Seagen Inc,Biotechnology,Health Care,United States,25386303348.0,23296.83735,,1574.371,,1262.806,-682.056,-599.896,-2089.466,,,15.99129442,1574.372,14.79755239,,2675.0,,-42.84066462,
IAA,IAA Inc,Diversified Support Services,Industrials,United States,4888945909.0,7194.945909,338.1806186,1837.4,,724.7,445.9,686.3,2306.0,14.39759165,10.48367464,2.666906483,1837.4,3.915829928,16.04234025,4446.0,146.1042184,16.02264069,
NTLA,Intellia Therapeutics Inc,Biotechnology,Health Care,United States,4552031150.0,3540.00515,,33.053,,33.053,-267.85,-248.088,-1012.026,,,131.8140689,33.053,107.1008728,,485.0,,-810.4922397,
SLVM,Sylvamo Corp,Paper Products,Materials,United States,1488758695.0,2729.758695,,3502.0,,1204.0,458.0,612.0,1241.0,5.951805508,4.460390025,,,0.779485635,,,,9.451741862,
WPC,WP Carey Inc,Diversified REITs,Real Estate,United States,15164595795.0,21938.8878,,1331.524,,,604.868,1094.441,6772.626,36.33956824,20.04574737,10.90428076,1331.524,16.47652449,37.59169311,183.0,-5.604348131,30.79088323,
XHR,Xenia Hotels & Resorts Inc,Hotel & Resort REITs,Real Estate,United States,2129792629.0,3134.619629,,616.188,,397.417,-60.884,70.154,997.732,,44.68198006,3.440810869,616.188,5.087115668,,48.0,,-23.29110596,
AXON,Axon Enterprise Inc,Aerospace & Defense,Industrials,United States,8496219868.0,8080.176868,,863.381,,540.91,-168.123,-141.934,-416.043,,,9.180688961,863.381,9.358761506,,2148.0,,-6.951508083,
RXRX,Recursion Pharmaceuticals Inc,Biotechnology,Health Care,United States,1030857745.0,457.5677453,,3.962,,,-84.615,-80.173,-246.464,,,50.30279626,3.962,,,,,-2196.012115,
ADN,Advent Technologies Holdings Inc,Electrical Components & Equipment,Industrials,United States,157604792.3,71.59745733,,0.0,,0.0,-1.631364,,2.740704,,,32.08943613,4.166754,17.1830296,,,,,
AKYA,Akoya Biosciences Inc,Life Sciences Tools & Services,Health Care,United States,374496738.5,287.2507385,,42.443,,25.908,-12.011,-8.196,17.988,,,,,,,169.0,,-39.36102538,
BMEA,Biomea Fusion Inc,Biotechnology,Health Care,United States,188669230.6,18.00323056,,0.0,,0.0,-41.667,-40.118,-170.666,,,,0.0,,,51.0,,,
SPNS,Sapiens International Corp NV,Application Software,Information Technology,Israel,1362602678.0,1300.719678,47.33786527,461.035,,187.844,57.488,86.157,-61.883,21.69874467,15.09708646,2.954133121,461.035,2.821303541,26.78276187,3438.0,11.93481179,10.23154424,
CORT,Corcept Therapeutics Inc,Pharmaceuticals,Health Care,United States,2445611938.0,2110.325938,,365.978,,360.697,124.477,127.544,-335.286,16.95354112,16.54586604,7.288558151,365.978,5.76626447,25.83146416,238.0,25.02646962,30.74283154,
DASH,DoorDash Inc,Internet & Direct Marketing Retail,Consumer Discretionary,United States,26803291079.0,22795.29108,,4888.0,,2550.0,-452.0,-247.0,-4008.0,,,5.305431962,4888.0,4.663521088,,8600.0,,-9.574468085,
RIOT,Riot Blockchain Inc,Application Software,Information Technology,United States,1695122636.0,1631.985636,,12.081,,5.83,-19.317,-14.823,-223.382,,79.43855315,10.17464777,127.644,12.78544731,,8.0,,-104.9085341,
IPGP,IPG Photonics Corp,Electronic Manufacturing Services,Information Technology,United States,5794215469.0,4338.481469,,1460.86,,696.398,352.763,457.068,-1456.373,12.26179713,9.491982526,4.001086324,1460.86,2.969813308,21.21123972,6580.0,10.42873536,19.05836288,
AWI,Armstrong World Industries Inc,Building Products,Industrials,United States,4230508811.0,4804.008811,200.6840132,1106.6,,405.6,260.0,362.9,573.5,18.42803761,13.23783084,3.87052474,1106.6,4.341233337,22.44756077,2800.0,28.70934004,16.55521417,
QNST,QuinStreet Inc,Interactive Media & Services,Communication Services,United States,626273433.8,522.9974338,24.59585649,578.487,,70.531,13.926,35.374,-96.169,68.64384221,17.85278832,1.049219419,589.189,0.88765648,61.76791588,614.0,,4.071828753,
CUTR,Cutera Inc,Health Care Equipment,Health Care,United States,741554316.7,728.8193167,,231.27,,133.105,1.83,6.716,-12.735,275.1623886,108.5198506,3.177198201,231.27,3.151378547,,481.0,,0.891598564,
OLMA,Olema Pharmaceuticals Inc,Biotechnology,Health Care,United States,167845799.7,-116.1152003,,0.0,,0.0,-71.491,-71.328,-283.961,,,,,,,74.0,,,
NGMS,NEOGAMES SA,Casinos & Gaming,Consumer Discretionary,Israel,327430144.8,273.5681448,9.90225457,50.463,,42.517,11.633,23.29,-45.595,,,6.429279912,50.463,,75.47058779,153.0,,9.218635436,
MEIP,MEI Pharma Inc,Biotechnology,Health Care,United States,230729920.6,52.82092058,,25.535,,24.127,-69.685,-67.893,-145.128,,,4.639914846,44.143,1.196586561,,76.0,,-198.0614842,
TLS,Telos Corp,Systems Software,Information Technology,United States,663546986.2,545.1779862,,179.917,,62.42,0.297,6.374,-88.787,,,2.344940856,223.269,2.441798844,,785.0,,0.937654585,
MNKD,MannKind Corp,Biotechnology,Health Care,United States,804495578.1,882.6215781,,75.442,,36.585,-47.022,-40.686,78.126,,,10.55151473,75.442,11.6993396,,348.0,,-107.2691604,
HCI,HCI Group Inc,Property & Casualty Insurance,Financials,United States,722813624.3,233.4516243,5.982128372,407.915,,,,,-580.455,13.23947283,,1.435502403,407.915,0.572304584,,513.0,-55.19055386,0.454996752,
NLSN,Nielsen Holdings PLC,Research & Consulting Services,Industrials,United States,6165164972.0,11773.16497,,3500.0,,2288.0,872.0,1470.0,5426.0,13.41877665,8.008955763,1.7573657,3500.0,3.36376142,10.58977948,15000.0,32.70294219,27.51428571,
TARS,Tarsus Pharmaceuticals Inc,Pharmaceuticals,Health Care,United States,372185856.0,188.384856,,0.0,,0.0,-26.998,-26.902,-168.129,,,6.486098675,56.689,3.323128932,,,,,
EQBK,Equity Bancshares Inc,Regional Banks,Financials,United States,530799451.9,,,190.21,175.421,,,,-102.135,,,2.510314826,190.058,,8.087478956,702.0,11.55590787,29.91660064,
TIG,Trean Insurance Group Inc,Property & Casualty Insurance,Financials,United States,172977878.1,78.73887806,20.64446184,217.69,,,,,-94.239,3.278191351,,0.796886428,217.01,0.361701861,10.25871418,,,8.87959943,
RLAY,Relay Therapeutics Inc,Biotechnology,Health Care,United States,2463371001.0,1528.198001,,3.029,,,-364.698,-356.665,-935.173,,,704.7059714,3.029,504.5222849,,,,-12012.94156,
DXCM,Dexcom Inc,Health Care Equipment,Health Care,United States,39681401836.0,38832.30184,243.9260495,2448.5,,1680.5,265.8,391.1,-849.1,142.9050429,99.28995611,16.15462699,2448.5,15.85962909,434.7257377,6300.0,,6.318153972,
CTSO,CytoSorbents Corp,Health Care Equipment,Health Care,United States,129212665.6,90.89646756,,43.165527,,32.118177,-22.744745,-21.615132,-38.316198,,,2.983165766,43.165332,2.105765269,,221.0,,-56.89412294,
SBRA,Sabra Health Care REIT Inc,Health Care REITs,Real Estate,United States,3262676600.0,5545.1556,,569.545,,,201.25,380.241,2282.479,27.5535682,14.58326588,5.421728183,569.545,9.73611497,,42.0,,-19.88534708,
MNTV,Momentive Global Inc,Application Software,Information Technology,United States,2188423004.0,2171.139004,,443.786,,357.365,-112.572,-61.391,-17.284,,,4.819955467,443.786,4.892310718,,1600.0,,-27.77216947,
CDXS,Codexis Inc,Life Sciences Tools & Services,Health Care,United States,1120763679.0,1051.620679,,104.754,,82.545,-22.697,-15.188,-69.143,,,10.60501497,104.755,10.03895487,,261.0,,-20.31330546,
PLAN,Anaplan Inc,Application Software,Information Technology,United States,6607857585.0,6344.932585,,592.176,,435.835,-200.71,-172.199,-262.925,,,11.06016578,592.176,10.7146061,,,,-34.38150145,
ALLO,Allogene Therapeutics Inc,Biotechnology,Health Care,United States,1116320656.0,732.1476556,,38.489,,,-255.792,-237.825,-384.173,,,26.85622951,38.489,19.02225716,,,,-667.7362363,
ACT,Enact Holdings Inc,Thrifts & Mortgage Finance,Financials,United States,3523883655.0,3838.471655,586.7960664,1117.855,,,,,314.588,5.143852933,,,,3.433783142,,,,48.90482218,
PODD,Insulet Corp,Health Care Equipment,Health Care,United States,14832643790.0,15327.54379,67.36390244,1098.8,,752.1,126.0,189.4,494.9,120.7987058,80.92684155,13.21215238,1098.8,13.94934819,309.5902228,2300.0,2.896801448,1.528940663,
CTT,CatchMark Timber Trust Inc,Specialized REITs,Real Estate,United States,397314710.6,677.5467106,,102.161,,,36.072,60.201,277.991,18.71551114,11.25474179,3.850203365,102.161,6.632146422,,21.0,33.49326499,57.02959055,
CYTK,Cytokinetics Inc,Biotechnology,Health Care,United States,3099791032.0,2898.083032,,70.428,,,-186.313,-160.937,-201.708,,,42.45214464,70.428,41.14958584,,254.0,,-305.722156,
NNI,Nelnet Inc,Consumer Finance,Financials,United States,3213220436.0,20736.27744,,1500.914,1324.681,,678.338,820.049,17521.425,41.25273499,25.28663218,2.236624089,1466.409,13.81576655,9.876839954,6600.0,13.11073083,26.20310024,
SAIA,Saia Inc,Trucking,Industrials,United States,6646789428.0,6700.579428,255.6792813,2288.704,,833.591,335.141,505.7,53.79,19.69514154,13.25010763,2.895057138,2288.704,2.927674102,27.28682667,11600.0,23.21530642,11.06455881,
PRTK,Paratek Pharmaceuticals Inc,Pharmaceuticals,Health Care,United States,170713724.0,314.374724,,130.162,,38.273,-75.504,-73.806,126.856,,,1.2091066,130.162,2.415257325,,196.0,,-45.39266453,
WLK,Westlake Corp,Commodity Chemicals,Materials,United States,15442581834.0,19854.58183,2151.092641,11778.0,,3495.0,2800.0,3757.0,3839.0,7.055814367,5.2846904,1.311926899,11778.0,1.685734576,7.531567995,14550.0,27.00876019,17.10816777,
RUSHB,Rush Enterprises Inc,Trading Companies & Distributors,Industrials,United States,2859525295.0,3863.638295,243.2828545,5126.142,,1092.298,309.036,492.808,1004.113,12.38634201,7.840047838,0.532398906,5126.142,0.753712694,11.69799629,7166.0,14.92215044,4.709487174,
ESGR,Enstar Group Ltd,Reinsurance,Financials,Bermuda,4910222093.0,5874.222093,537.5853081,716.0,,,,,45.0,12.74234727,,8.100620001,716.0,8.204220801,25.53176758,832.0,7.438294074,66.06145251,
NXPI,NXP Semiconductors NV,Semiconductors,Information Technology,Netherlands,45411224843.0,53632.22484,2193.959633,11063.0,,6067.0,2583.0,3911.0,7979.0,20.72550753,13.71317434,4.224647191,11063.0,4.847891607,21.65074388,31000.0,18.18246309,16.91222996,
ACTG,Acacia Research Corp,Research & Consulting Services,Industrials,United States,168612296.8,-103.3527032,,29.782,,22.433,-19.518,-14.115,-331.376,,,5.674579666,29.168,,,20.0,,380.9146464,
NPTN,NeoPhotonics Corp,Semiconductors,Information Technology,United States,792141730.4,731.1117304,,290.289,,67.588,-37.83,-11.142,-61.03,,,2.67125086,290.29,2.518565052,,1157.0,,-14.0270558,
PRGO,Perrigo Co PLC,Pharmaceuticals,Health Care,Ireland,5041297695.0,6870.197695,-132.148937,4138.7,,1416.2,410.4,761.2,1828.9,16.54589043,9.025483047,1.209608433,4138.7,1.659989295,96.94721389,9900.0,-0.065305368,-1.664773963,
AHT,Ashford Hospitality Trust Inc,Hotel & Resort REITs,Real Estate,United States,276637300.6,3803.167426,,805.411,,,-125.167,97.38,3340.818,,39.05491298,0.052992895,805.411,4.722020714,,,,-33.15139724,
LMAT,LeMaitre Vascular Inc,Health Care Equipment,Health Care,United States,922112011.1,868.0900111,28.64837816,154.424,,101.382,36.425,49.77,-54.022,23.32373211,17.44203358,5.757328544,154.424,5.621470828,41.07516241,488.0,7.699341999,17.42410506,
GOOD,Gladstone Commercial Corp,Diversified REITs,Real Estate,United States,797936446.7,1851.071647,,137.688,,,34.872,95.683,705.079,53.08188939,19.34587802,5.630068574,137.688,13.44395769,,69.0,,7.097931555,
TOWN,Towne Bank/Portsmouth VA,Regional Banks,Financials,United States,2282780731.0,,,721.414,680.33,,,,486.218,,,3.156608981,721.414,,10.60550267,2617.0,7.508323633,31.65860685,
MODV,ModivCare Inc,Health Care Services,Health Care,United States,1492811161.0,2379.294161,,2002.333,,418.035,89.771,160.369,886.483,25.85037278,14.83637212,0.746608552,2002.333,1.188260974,56.67800441,20200.0,,-0.328866377,
ALNY,Alnylam Pharmaceuticals Inc,Biotechnology,Health Care,United States,18269591486.0,16831.61949,,844.287,,729.282,-708.652,-573.599,-1437.972,,,21.33724513,844.287,19.93589797,,1665.0,,-101.0111491,
HCC,Warrior Met Coal Inc,Steel,Materials,United States,1956072470.0,1943.59047,,1059.216,,476.035,243.753,385.171,-12.482,7.973606356,5.046045704,1.843029106,1059.216,1.834933073,9.528662267,704.0,18.54209833,14.24459223,
NESR,National Energy Services Reunited Corp,Oil & Gas Equipment & Services,Energy,United States,846005036.1,1172.016036,,834.146,,155.426,67.532,188.31,323.457,23.27599222,6.671083843,0.956238124,878.52,1.334080085,17.55503528,,3.942231713,6.004584329,
TPX,Tempur Sealy International Inc,Home Furnishings,Consumer Discretionary,United States,5535821550.0,8104.52155,674.844551,4930.8,,2158.7,912.3,1125.3,2559.5,8.467054402,7.202098596,1.217779698,4930.8,1.64365246,9.638558679,12000.0,141.014066,12.66528758,
ARMK,Aramark,Restaurants,Consumer Discretionary,United States,9046914413.0,17045.81241,,12095.965,,1088.885,191.444,859.07,7301.334,48.40387671,18.94412767,0.676868164,13300.436,1.281598018,,248300.0,0.40895236,-0.750936366,
HLT,Hilton Worldwide Holdings Inc,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,United States,39531676793.0,47882.67679,698.5339286,5788.0,,5109.0,1010.0,1323.0,8349.0,45.53221939,36.19249947,6.822827998,5788.0,8.272749964,82.35961594,142000.0,,7.083621285,
FRME,First Merchants Corp,Regional Banks,Financials,United States,2347669665.0,,,555.955,520.003,,,,12.569,,,4.235712882,555.955,,11.44881862,1821.0,7.317384471,39.52496428,
CONN,Conn's Inc,Computer & Electronics Retail,Consumer Discretionary,United States,567308744.5,1413.118744,,1386.025,,717.71,30.614,135.652,998.475,7.809141091,6.259606756,0.36291257,1555.334,0.908562884,6.87578522,4100.0,21.10209348,-0.226330694,
EGRX,Eagle Pharmaceuticals Inc/DE,Biotechnology,Health Care,United States,641584513.5,573.7445135,,171.546,,129.366,2.769,7.936,-67.84,188.2475059,72.29643568,3.84076391,171.546,3.344551977,2056.238251,102.0,,-5.028971821,
CMPR,Cimpress PLC,Commercial Printing,Industrials,Ireland,1571295130.0,3080.46713,,2592.513,,1276.072,123.51,331.216,1500.037,32.00485329,11.27051024,0.575165851,2727.183,1.129541776,,13000.0,,-2.997516309,
DOCN,DigitalOcean Holdings Inc,Internet Services & Infrastructure,Information Technology,United States,4840444075.0,4589.733075,,428.561,,257.966,-11.186,77.186,-250.711,,59.46328447,8.981962313,428.561,10.70963778,,,,-4.550810736,
PRI,Primerica Inc,Life & Health Insurance,Financials,United States,5020069710.0,6667.17571,395.6377703,2709.732,,,,,1647.106,12.30585285,,1.866159327,2709.73,2.460455761,10.95275606,2621.0,8.750945619,13.77837365,
RMR,RMR Group Inc/The,Diversified Real Estate Activities,Real Estate,United States,947069130.9,798.5001309,,607.238,,,72.092,78.822,-125.765,10.17807007,9.436974152,0.775350975,631.86,1.263729514,20.9294105,37000.0,3.105512102,5.878419993,
HON,Honeywell International Inc,Industrial Conglomerates,Industrials,United States,126198000000.0,135985.5121,5807.961299,34392.0,,10998.0,6200.0,7651.0,9108.0,21.85773791,17.77356059,3.703549323,34392.0,3.953986743,22.16097709,99000.0,16.19229009,16.11421261,
KLTR,Kaltura Inc,Application Software,Information Technology,United States,236341290.6,131.1282906,,165.016,,102.702,-32.675,-30.263,-105.213,,,0.484784621,165.016,0.794639857,,,,-35.96681534,
KRO,Kronos Worldwide Inc,Commodity Chemicals,Materials,United States,1759967869.0,1820.467869,127.3252934,1939.4,,446.2,185.5,244.5,60.5,9.755990726,7.445676358,0.907610588,1939.4,0.938675812,15.55102017,2248.0,4.634523765,5.821388058,
PYCR,Paycor HCM Inc,Application Software,Information Technology,United States,4514246559.0,4403.159559,,352.777,,198.29,-89.333,56.968,46.466,,,10.70835208,352.777,,,,,-27.4734464,
LAW,CS Disco Inc,Application Software,Information Technology,United States,1551146208.0,1296.658208,,114.342,,83.244,-23.829,-21.093,-254.488,,,5.371611295,114.342,11.34017428,,470.0,,-21.29051442,
TDOC,Teladoc Health Inc,Health Care Technology,Health Care,United States,8123771167.0,8507.885167,,2032.707,,1382.449,-265.631,-43.972,384.114,,,3.914973694,2032.707,4.18549509,,5100.0,,-21.09467818,
TLMD,SOC Telemed Inc,Health Care Services,Health Care,United States,296396930.7,332.6409307,,57.995,,19.453,-41.827,-33.656,-38.754,,,2.528055279,124.46,2.672673395,,,,-85.95051298,
HTH,Hilltop Holdings Inc,Regional Banks,Financials,United States,2452688184.0,,,1940.248,1833.257,,,,-1070.677,,,1.293813865,1940.249,,6.752173797,4900.0,13.10001516,20.42785054,
LUNA,Luna Innovations Inc,Electronic Equipment & Instruments,Information Technology,United States,241996094.5,246.3180945,3.314285714,87.513,,51.556,-2.59,2.038,4.322,,120.8626567,2.415921357,98.787,2.814645761,122.550213,411.0,1.767659003,1.579193948,
PLRX,Pliant Therapeutics Inc,Pharmaceuticals,Health Care,United States,280240923.0,86.83892296,,7.572,,,-97.535,-93.7,-193.402,,,36.71308294,7.572,11.46842617,,91.0,,-1284.508716,
BHG,Bright Health Group Inc,Life & Health Insurance,Financials,United States,1247816401.0,219.9664009,,4029.389,,75.715,-1198.156,-1162.672,-959.879,,,0.193230875,4029.389,0.05459051,,,,-29.40550044,
AMPE,Ampio Pharmaceuticals Inc,Pharmaceuticals,Health Care,United States,94737562.11,78.61756211,,0.0,,0.0,-15.834,-14.393,-16.137,,,,0.0,,,18.0,,,
GLUE,Monte Rosa Therapeutics Inc,Biotechnology,Health Care,United States,635270785.2,268.2367852,,0.0,,0.0,-28.01,-26.373,-41.699,,,,0.0,,,,,,
CDW,CDW Corp/DE,Technology Distributors,Information Technology,United States,22554594982.0,29370.89498,,20820.8,,3568.5,1419.0,1660.2,6816.3,20.58486317,17.69117876,1.110113963,20820.8,1.410651607,23.19343027,13900.0,67.65629373,4.748136479,
TCMD,Tactile Systems Technology Inc,Health Care Equipment,Health Care,United States,323723306.7,363.6223067,,208.057,,148.213,-1.762,5.519,39.899,,65.88554208,1.542692907,208.057,1.747705228,,988.0,,-5.67680972,
UCTT,Ultra Clean Holdings Inc,Semiconductor Equipment,Information Technology,United States,1759790738.0,1972.290738,139.3242385,2101.6,,430.0,185.7,272.0,168.7,10.42629841,7.251068891,0.811434659,2101.636,0.93847104,13.77598577,7066.0,17.29569309,5.68614389,
TBPH,Theravance Biopharma Inc,Pharmaceuticals,Health Care,Cayman Islands,700654924.1,1179.767924,,55.311,,,-257.784,-248.086,479.113,,,11.73799995,55.31,21.32971604,,159.0,,-360.5539585,
CTRE,CareTrust REIT Inc,Health Care REITs,Real Estate,United States,1711949987.0,2365.452987,,192.351,,,106.563,161.957,653.503,22.19769514,14.6054384,8.806016974,192.351,12.29758612,20.68276505,16.0,-3.126810346,37.42221252,
ASGN,ASGN Inc,Human Resource & Employment Services,Industrials,United States,5618724000.0,6186.524,437.63612,4009.5,,1142.4,350.9,551.1,567.8,17.50649406,11.22577391,1.390337471,4128.2,1.542966455,23.76753249,3900.0,23.74511224,10.22321985,
AKTS,Akoustis Technologies Inc,Electronic Components,Information Technology,United States,300698013.0,241.144013,,6.618,,-4.033,-41.394,-36.429,-87.85,,,27.01172904,10.214,23.60916517,,156.0,,-667.2106377,
KTB,Kontoor Brands Inc,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,United States,2471133611.0,3134.565611,226.502128,2475.916,,1107.726,282.979,349.972,663.432,11.00810878,8.956618274,1.018901862,2475.916,1.2660226,10.55391901,14000.0,67.69278185,7.892957596,
LRN,Stride Inc,Education Services,Consumer Discretionary,United States,1366640448.0,1695.273448,84.80084044,1536.76,,534.9,110.456,221.255,80.202,15.42868861,7.467770195,0.812735282,1599.388,1.059951336,19.12574882,7100.0,9.471554395,4.6494573,
CPS,Cooper-Standard Holdings Inc,Auto Parts & Equipment,Consumer Discretionary,United States,150058097.3,1062.705097,,2330.191,,87.228,-209.092,-38.172,906.17,,,0.064573303,2330.191,0.456059223,,22600.0,,-13.85444369,
CDAY,Ceridian HCM Holding Inc,Application Software,Information Technology,United States,9126021433.0,9936.721433,,1024.2,,382.3,-35.5,45.9,810.7,,216.4863057,8.792768468,1024.2,9.701934616,,7462.0,,-7.36184339,
CADE,Cadence Bank,Regional Banks,Financials,United States,5745579324.0,,,1260.202,1183.88,,,,679.979,,,2.812724037,1260.202,,13.28995991,6595.0,,16.4849478,
CBSH,Commerce Bancshares Inc/MO,Regional Banks,Financials,United States,8684804984.0,,,1438.742,1425.876,,,,-2841.834,,,6.067092169,1438.742,,16.63253785,4567.0,11.32944588,37.22378384,
TRMK,Trustmark Corp,Regional Banks,Financials,United States,1973492917.0,,,664.421,640.261,,,,-1715.861,,,3.019680001,667.327,,13.32525365,2692.0,3.8580133,23.01639488,
PRTH,Priority Technology Holdings Inc,Data Processing & Outsourced Services,Information Technology,United States,422552467.6,1237.053468,64.5371866,404.342,,126.968,20.861,61.636,368.074,46.83856982,18.07949765,0.793404386,476.944,2.593707998,,472.0,,6.346360259,
UMBF,UMB Financial Corp,Regional Banks,Financials,United States,4907565241.0,,,1328.697,1282.696,,,,-6886.951,,,3.679639137,1328.697,,13.91139217,3529.0,8.820313103,27.52156396,
GCI,Gannett Co Inc,Publishing,Communication Services,United States,601814370.2,2003.39837,,3208.083,,,109.077,393.248,1404.069,15.27131595,5.094490932,0.175981105,3208.083,0.624484582,,13800.0,,-4.206936042,
ERIE,Erie Indemnity Co,Property & Casualty Insurance,Financials,United States,8846922767.0,8630.913767,,2633.977,,,318.097,355.307,-216.009,27.13296185,24.29142619,2.967039843,2633.977,3.27676125,30.14006203,5805.0,1.612127409,11.30837513,
WABC,Westamerica BanCorp,Regional Banks,Financials,United States,1694810984.0,,,216.788,214.833,,,,-967.859,,,7.814098934,216.788,,19.59006268,640.0,4.972376828,40.26802214,
